nome,tmdb_id,biografia,data_nascita,luogo_nascita
Douglas McGrath,32983,"Douglas Geoffrey McGrath (February 2, 1958 – November 3, 2022) was an American screenwriter, film director, and actor. He received various accolades, including nominations for an Academy Award, BAFTA Award, Tony Award, and Primetime Emmy Award.

McGrath started his career as a writer for Saturday Night Live from 1980 to 1981. He co-wrote with Woody Allen the film Bullets Over Broadway (1994), for which he received a nomination for the Academy Award for Best Original Screenplay as well as BAFTA and Writers Guild of America Award nominations. He then directed such films as Emma (1996), Company Man (2000), Nicholas Nickleby (2002), and Infamous (2006). He also appeared in such films as Quiz Show (1994), The Daytrippers (1996), Happiness (1998), The Insider (1999), and Michael Clayton (2007).

He also made appearances in television including a recurring role as Principal Toby Cook in Lena Dunham's HBO series Girls from 2015 to 2016. He also appeared in the Amazon Prime comedy series Crisis in Six Scenes (2016), and the Netflix western limited series Godless (2017).

McGrath received a Tony Award for Best Book of a Musical nomination for the Broadway musical Beautiful: The Carole King Musical in 2014. He also directed the HBO documentaries His Way (2011), and Becoming Mike Nichols (2016). He wrote political commentary, such as ""The Flapjack File"", a column for The New Republic, as well as articles for The New Yorker, The New York Times, and Vanity Fair.

Description above from the Wikipedia article Douglas McGrath, licensed under CC-BY-SA, full list of contributors on Wikipedia",1958-02-12,"New York, New York, USA"
Kevin Spacey,,,,
Richard Williams,116100,"Richard Edmund Williams (March 19, 1933-August 16, 2019) was a Canadian–British animator, voice artist, and writer, best known for serving as animation director on Disney/Amblin's Who Framed Roger Rabbit and for his unfinished feature film The Thief and the Cobbler. He was also a film title sequence designer and animator; his most famous works in this field included the title sequences to What's New, Pussycat? (1965) and A Funny Thing Happened on the Way to the Forum (1966) and title and linking sequences in The Charge of the Light Brigade (1968). He also animated the eponymous cartoon feline for two of the later Pink Panther films.",1933-03-19,"Toronto, Ontario, Canada"
Mary McGuckian,130482,,1965-05-27,"Ireland, United Kingdom"
Tony Goldwyn,,,,
Jonathan Newman,558177,,1972-09-01,
Michael Dinner,84165,"Michael Dinner is an American director, producer, and screenwriter for television. Prior to his TV career, he was a recording artist for Fantasy Records.",1953-05-20,
Joseph Sargent,15663,"From Wikipedia, the free encyclopedia

Joseph Sargent (July 22, 1925 – December 22, 2014) was an American film director.  He directed many television movies, but his best known feature film works are probably White Lightning, MacArthur, Nightmares, and Jaws: The Revenge, with his most popular film being The Taking of Pelham One Two Three. He has won four Emmy Awards. He is the father of anime dubbing voice actress Lia Sargent.

Description above from the Wikipedia article Joseph Sargent, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1925-07-22,"Jersey City, New Jersey, USA"
Jerry Zaks,59635,"Jerry Zaks (born September 7, 1946) is a German-born American stage and television director, and actor. He won the Tony Award for Best Direction of a Play and Drama Desk Award for directing The House of Blue Leaves, Lend Me A Tenor, and Six Degrees of Separation and the Tony Award for Best Direction of a Musical and Drama Desk Award for Guys and Dolls.",1946-09-07,"Stuttgart, Germany"
Fred Durst,29783,"William Frederick ""Fred"" Durst (born August 20, 1970) is an American rapper, singer, director, producer and actor, well known as the frontman of the band Limp Bizkit.

Description above from the Wikipedia article Fred Durst, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1970-08-20,"Jacksonville, Florida, USA"
Anne Fontaine,48583,"Anne Fontaine (born in Luxembourg, 1959) is a filmmaker and screenwriter who used to be an actor. She lives and works in France.

Born Fontaine Sibertin-Blanc, sister of actor Jean-Chrétien Sibertin-Blanc, she went as a young child to live in Lisbon, where her father, Antoine Sibertin-Blanc, is a music professor and cathedral organist. In adolescence she moved to Paris and trained in dance with Joseph Russillo while continuing her academic education, including philosophy. Her husband is Philippe Carcassonne, the film producer, and they have an adopted son who was born in Vietnam.

While still dancing, she was picked by Robert Hossein to play Esmeralda in a 1980 theatrical production of The Hunchback of Notre Dame and around this time started to use the name Anne Fontaine. She continued with acting and became known for her roles in comedies like Si ma gueule vous plaît... (1981) and P.R.O.F.S.(1985). An opportunity to be assistant director came with a 1986 stage version of Céline's Voyage au bout de la nuit (Journey to the End of the Night) at the Renaud-Barrault theatre.

Fontaine's first project as solo director, Les histoires d'amour finissent mal... en général (Love Affairs Usually End Badly), won the 1993 Prix Jean Vigo (prize). In 1995, she worked with her brother on the comic Augustin. Two years later, she wrote and directed the successful Nettoyage à Sec (Dry Cleaning). This won the Best Screenplay award at the Venice Film Festival 1997 and is generally considered a milestone on Fontaine's way to becoming ""an important figure in contemporary French cinema"".

In 1999 the character Augustin (Jean-Chrétien Sibertin-Blanc) re-appeared in Fontaine's film Augustin, Roi Du Kung-Fu (Augustin, King of Kung-Fu). Comment j'ai tué mon père (How I Killed My Father) was released in 2001, and Nathalie... followed in 2003. The 2005 film, Entre Ses Mains (In His Hands) has been widely described as a thriller: an ""intimate thriller"" according to Fontaine herself. A third Augustin film, Nouvelle chance (also known as Oh La La) was released in 2006. Then came La fille de Monaco (The Girl From Monaco) in 2008 and Coco avant Chanel (Coco Before Chanel), her biopic of Coco Chanel, in 2009.

Fontaine's work is not easily categorised, though the phrase ""psychological drama"" is often used. She told a UK newspaper, ""I try to work on my characters' blind side, in a kind of Freudian way: to ask, 'What are the things about themselves that they're unaware of?' I'm fascinated by the irony of fate, when something goes into a skid. All my stories have an element of cruelty in them.""

Description above from the Wikipedia article Anne Fontaine (filmmaker), licensed under CC-BY-SA, full list of contributors on Wikipedia.",1959-07-15,"Luxembourg, Luxembourg"
Jon Cassar,25873,"Jon Cassar was born on April 27, 1958 in Malta. He is a producer and director.",1958-04-27,Malta - Europe
Mira Nair,6495,"Mira Nair (born 15 October 1957) is an Indian film director and producer based in New York. Her production company is Mirabai Films.

She was educated at Delhi University and Harvard University. Her debut feature, Salaam Bombay! (1988), won the Golden Camera award at the Cannes Film Festival and also earned the nomination for Academy Award for Best Foreign Language Film. Nair used the proceeds to establish an organisation for street children, called the Salaam Baalak Trust in India. She often works with longtime creative collaborator, screenwriter Sooni Taraporevala, whom she met at Harvard.

Nair has won a number of awards, including a National Film Award and various international film festival awards, and was a nominee at the Academy Awards, Golden Globes, BAFTA Awards and Filmfare Awards. She was also awarded the India Abroad Person of the Year-2007, which was presented by Indra Nooyi, Chairperson and CEO, PepsiCo, Inc, and India Abroad Person of the Year-2006.

Nair is married to political scientist Mahmood Mamdani. Their son, Zohran Mamdani, is Mayor of New York City.

Description above from the Wikipedia article Mira Nair, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1957-10-15,"Rourkela, Orissa, India"
Mel Brooks,,,,
Russell Crowe,,,,
Jessie Nelson,16853,"Jessie Nelson wrote, directed and produced Corrina Corrina and I Am Sam, starring Sean Penn. She co-created and executive produced Sara Bareilles' Little Voice for Bad Robot and Apple TV. Among her other directing credits are Curb Your Enthusiasm and Love, The Coopers.  Her writing credits also include Step Mom and The Story of Us. Nelson wrote the Broadway musical Waitress with music and lyrics by Sara Bareilles, which went on to the West End in London. Nelson directed Alice By Heart, which she co-wrote with Steven Sater with music by Duncan Sheik at the National Theater Connections Program in London and at MCC in NYC.  She began her career as an actress at the Public Theater, working with the experimental theater, Mabou Mines, and acting with the New York Shakespeare Festival. Nelson is executive producing Nikesh Shukula's Brown Baby and Glennon Doyle's Untamed for television. She wrote the children's book Labracadabra.",,"Los Angeles, California, USA"
Christopher Spencer,235820,,,
Mike Bigelow,69498,,,
Daniel Sackheim,12632,"From Wikipedia, the free encyclopedia.

Daniel Sackheim is an American TV and film director. He has directed several episodes of the TV show The X-Files, 3 episodes of Harsh Realm, House, and Life, the last two of which he also served on as an executive producer.",,USA
Deborah Kaplan,13614,"Deborah Kaplan (born November 11, 1970) is an American screenwriter and film director.

Description above from the Wikipedia article Deborah Kaplan, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1970-11-11,"Abington, Pennsylvania, USA"
Uli Edel,15868,"​From Wikipedia, the free encyclopedia

Uli Edel (born April 11, 1947 in Neuenburg am Rhein, Germany) is a German film director.

Description above from the Wikipedia article Uli Edel , licensed under CC-BY-SA, full list of contributors on Wikipedia.",1947-04-11,"Нойенбург-на-Рейне, Германия"
Fred Dekker,44056,"Fred Dekker (born April 9, 1959) is an American screenwriter and film best known for his cult classic horror comedy films Night of the Creeps and The Monster Squad (written with Shane Black). He contributed the story ideas for both House (1986) and Ricochet (1991), and also directed and co-wrote RoboCop 3 with Frank Miller. One of his earliest movies was a short film he made in college titled Starcruisers directed in the early 1980s.

Night of the Creeps was released on DVD in 2009. In a June 20, 2005 interview, Dekker said he was currently working on a, ""scary, end-of-the-world thriller.""

Description above from the Wikipedia article about Fred Dekker, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1959-04-09,"San Francisco, California, USA"
Brian Trenchard-Smith,84981,"Brian Trenchard-Smith is an Anglo Australian film and television director, producer, and writer, with a reputation for large scale movies on small scale budgets, many of which display a quirky sense of humor that has earned him a cult following. Quentin Tarantino referred to him in Entertainment Weekly as one of his favorite directors. His early work is featured in Not Quite Hollywood, an award winning documentary released by Magnolia. Among his early successes were the 20th Century Fox release The Man from Hong Kong, a wry James Bond/Chop Sockey cocktail, the Vietnam battle movie Siege of Firebase Gloria, and the futuristic satire Dead End Drive-In, a particular Tarantino favorite. BMX Bandits, showcasing a 15-year old Nicole Kidman, and Miramax's The Quest, starring ET's Henry Thomas, won prizes at children's film festivals in Montreal and Europe. He has also directed 35 episodes of television series as diverse as Silk Stalkings, Time Trax, The Others, and Flipper. Born in England, where his Australian father was in the RAF, Trenchard-Smith attended UK's prestigious Wellington College, where he neglected studies in favor of acting and making short films, before migrating to Australia. He started as a news film editor, then graduated to network promos before he became one of a group of young people that, as he recalls, ""pushed, shoved, lobbied and bullied the government into introducing investment for Australian made films."" He persuaded Australia's largest distribution-exhibition circuit at the time, the Greater Union Theater Organization, to form an in-house production company that he would run. The company made three successful films in a row, and his career was underway. In parallel careers, he was also founding editor of Australia's quarterly Movie magazine for 6 years, and has made over 100 trailers for other directors in Australia, Europe, and America. Among his 39 movies, 5 were commissioned by Showtime, including the remake of the World War II classic, Sahara, the highly rated, Happy Face Murders, starring Ann-Margret, and DC 9/11: Time of Crisis, with Timothy Bottoms as President Bush. His frequently repeated family drama for Lifetime, Long Lost Son starring Gabrielle Anwar, introduced future Gossip Girl's Chace Crawford to audiences in the title role."" I knew from his first scene, he was going to be hot."" In 2009, Trenchard-Smith shot Porky's - The College Years, a re-imagining of the famous 80's franchise of teen comedies. His recent ecological thriller Arctic Blast, starring Michael Shanks, was chosen to premiere at the 2010 Possible Worlds Canadian Film Festival in Sydney. Trenchard-Smith writes for filmindustrybloggers.com as The Genre Director, and is a contributing guru to trailersfromhell.com. He is married to Byzantine historian Dr. Margaret Trenchard-Smith, lives in Los Angeles, and is a member of the British Academy of Film and Television Arts.",1946-06-01,"England, UK"
Blake Edwards,1927,"Blake Edwards was an American film director, screenwriter and producer.

Edwards' career began in the 1940s as an actor but he soon turned to writing radio scripts at Columbia Pictures. He used his writing skills to begin producing and directing, with some of his best films including: Experiment in Terror, The Great Race, and the hugely successful Pink Panther film series with the British comedian Peter Sellers. Often thought of as primarily a director of comedies, he was also renowned for his dramatic work, Breakfast at Tiffany's and Days of Wine and Roses. His greatest successes, however, were his comedies, and most of his films were either musicals, melodramas, slapstick comedies, and thrillers.

In 2004, he received an Honorary Academy Award in recognition of his writing, directing and producing an extraordinary body of work for the screen.",1922-07-26,"Tulsa, Oklahoma, USA"
Laurence Dunmore,52894,,,
Christian Carion,70221,"Christian Carion (born 4 January 1963) is a French film director, dialogue writer and screenwriter, gaining international attention for Joyeux Noël (Merry Christmas), which was nominated for several awards, including the 2005 Academy Award for Best Foreign Language Film.

Christian Carion was born into a family of farmers in the north of France. Carion's youth was spent in his parents' farm fields, where he was constantly reminded of World War I as the family often found dangerous, unexploded shells left over from the conflicts in the fields. He had also heard of the stories in which French soldiers would leave their trenches at night to meet with their wives in the surrounding German-occupied towns and return to fight the next morning. After passing his baccalauréat, he joined an engineering school affiliated to the French ministry of agriculture.

Later he decided to quit his scientific career and began shooting films he himself describes as ""uninteresting"". When he met Christophe Rossignon, both men started to collaborate in movie-making - Carion as film-maker and Rossignon as producer. In 1999, Rossignon also acted in Carion's short film Monsieur le député.

In 2001, Carion directed his first feature film: Une hirondelle a fait le printemps (The Girl from Paris), the story, an hommage to his upbringing, tells the meeting of a brooding farmer, Michel Serrault, and a parisian girl seeking the calm of the countryside, played by Mathilde Seigner. The film attracted over 2.4 million of French moviegoers.

Following this success, Carion started a more ambitious project, Joyeux Noël (Merry Christmas). Screened in Cannes for the film festival in 2005, this historic fiction film depicts the fraternizations of warriors from three different countries on the eve of Christmas during World War I. Carion stated that he'd never heard of the actual Christmas truce incidents while growing up in France, as the French Army and authorities suppressed them, having been viewed as an act of disobedience. He was introduced to the story via a historian who showed him photos and documents archived in France, Great Britain, and Germany. The film was a commercial success. It was nominated for numerous awards at the French César Awards and for the Oscar for Best Foreign Film.

Two years later, he filmed another historic film; L'Affaire Farewell (Farewell), with Emir Kusturica and Guillaume Canet - a spy film set in Russia and based on true events.

In 2014 he shot, on the roads of northern France, En mai, fais ce qu'il te plait. This movie is another historical piece about the exodus of millions of people in May 1940, when France was falling apart and the inhabitants of northern France were fleeing the German troops. Written using numerous recollections from the northern people, the film depicts the quest of a German dissident, looking for his son. The original music was composed by Ennio Morricone.

Description above from the Wikipedia article Christian Carion, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1963-01-04,"Cambrai, Nord, France"
Dax Shepard,,,,
Rowan Joffe,17608,"Born on October 14, 1973, in London, England, Rowan Joffé is a celebrated English screenwriter and director known for his distinctive blend of psychological depth and suspense. The son of famed director Roland Joffé and producer Jane Lapotaire, Rowan started his career honing his craft in television, later making a powerful mark in film and TV dramas.",1973-01-01," London, England"
John Curran,96166,"John Curran (born September 11, 1960) is an American film director and screenwriter.

Born in Utica, New York, Curran studied illustration and design at Syracuse University, then worked as an illustrator, graphic designer, and production designer in Manhattan before moving to Sydney, Australia in 1986. There he worked on television commercials before writing and directing the short film Down Rusty Down. For his debut feature film, the 1998 drama Praise, he was nominated for the Australian Film Institute Award for Best Direction and won the Film Critics Circle of Australia Award for Best Director and the International Critics' Award at the Toronto International Film Festival.

Six years passed before Curran tackled his next project, the independent film We Don't Live Here Anymore, for which he was nominated for the Grand Special Prize at the Deauville American Film Festival and the Grand Jury Prize at the Sundance Film Festival. He followed this two years later with The Painted Veil, the third screen adaptation of the 1925 novel by W. Somerset Maugham.

He wrote the screenplay for The Killer Inside Me, the second film adaptation of the 1952 novel by Jim Thompson. Directed by Michael Winterbottom and starring Jessica Alba, Kate Hudson, Casey Affleck, and Bill Pullman, it currently is filming in Oklahoma. He also is set to direct The Beautiful and the Damned, a Zelda and F. Scott Fitzgerald biopic starring Keira Knightley.

Description above from the Wikipedia article John Curran, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1960-09-11,"Utica, New York,USA"
Juan José Campanella,,,,
Trey Parker,,,,
Stuart Gillard,76418,"​Stuart Gillard is a Canadian film and television director, writer and actor, best known for directing the feature length film ""RocketMan"".",1950-04-28,"Coronation, Alberta, Canada"
Katt Shea,102634,"American actress, film director and teacher best known for directing the film Poison Ivy (1992) and The Rage: Carrie 2.",1957-10-09,"Detroit, Michigan, USA"
Joshua Michael Stern,64139,"Joshua Michael Stern is an American film director and screenwriter. He has directed three feature films: Neverwas (2005), Swing Vote (2008) and the 2013 biographical film Jobs, based on the life of Steve Jobs. He also created the political comedy television series Graves (2016–2017).

From Wikipedia, the free encyclopedia",1961-01-12,"Nashville, Tennessee, USA"
Tomas Alfredson,74396,"Hans Christian Tomas Alfredson (born 1 April 1965) is a Swedish film director best known internationally for directing the 2008 vampire film Let the Right One In and the 2011 espionage film Tinker Tailor Soldier Spy. Alfredson has received the Guldbagge Award for Best Direction twice: in 2005 for Four Shades of Brown and in 2008 for Let the Right One In.

He is the son of director and actor Hans Alfredson and the brother of director Daniel Alfredson.

Description above from the Wikipedia article Tomas Alfredson, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1965-04-01,"Lidingö, Stockholms län, Sweden"
John Duigan,72624,"​From Wikipedia, the free encyclopedia

John Duigan, (born 19 June 1949 in Hampshire, England, UK) is an Australian film director.

Duigan emigrated to Australia in 1961, having been born to an Australian father. He is related to many Australian performers, being the brother of Virginia Duigan (wife of director Bruce Beresford) and uncle of Trilby Beresford.

Duigan has directed 23 films, including Romero, Lawn Dogs, The Parole Officer, Sirens, and Head in the Clouds. He intended his magnum opus to be The Danny Embling Trilogy, three films centered around the character Danny Embling, an artistic youth growing up in 1960s Australia whose life is influenced by the socially changing world around him and a series of doomed love affairs. The first two films in the series were the critically acclaimed The Year My Voice Broke, and Flirting, both of which won the Australian Film Institute awards for best picture the years they were released.

Description above from the Wikipedia article John Duigan, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1949-06-19,"Hampshire, England, UK"
Colin Higgins,4967,"Colin Higgins (July 28, 1941 – August 5, 1988) was an Australian-American screenwriter, actor, director, and producer. He was best known for writing the screenplay for the 1971 film Harold and Maude.

Description above from the Wikipedia article Colin Higgins, licensed under CC-BY-SA, full list of contributors on Wikipedia",1941-07-28,"Nouméa, New Caledonia, France"
Jim Sonzero,58514,"From Wikipedia, the free encyclopedia.  Jim Sonzero is a music video and film director. He co-directed Mariah Carey's ""Can't Let Go."" His feature length directorial debut was Pulse, a horror film starring Kristen Bell. He recently directed Biohazard 5, or Resident Evil 5.

Description above from the Wikipedia article Jim Sonzero, licensed under CC-BY-SA,full list of contributors on Wikipedia.",,
Penelope Spheeris,58448,"Penelope Spheeris (born December 2, 1945) is an American director, producer and screenwriter. She is best known as a documentary film director whose works include the trilogy titled The Decline of Western Civilization.  She has also directed feature films, including Wayne's World, her highest grossing film.",1945-12-02,"New Orleans, Louisiana, USA"
Jeff Tremaine,56578,"Jeffrey Tremaine (born September 4, 1966) is an American film director, screenwriter, producer, and showrunner. He is most closely associated with the Jackass franchise, having been involved since the inception of the original show in the early 2000s.

Description above from the Wikipedia article Jeff Tremaine, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1966-09-04,"Rockville, Maryland, U.S."
Jeannot Szwarc,16187,"Jeannot Szwarc (November 21, 1939 - January 14, 2025) was a French film director. Szwarc was born in Paris. He began working as a director in US television during the 1960s, in particular on Ironside. He is also associated with The Rockford Files, Kojak, Night Gallery, JAG, Bones, Numb3rs, and Columbo. His feature films include Bug (1975), Jaws 2 (1978), Somewhere in Time (1980), Supergirl (1984), and Santa Claus: The Movie (1985). Since then, he has mainly directed television movies and series. In 2003, Szwarc joined the crew of The WB television series Smallville as a director. One of the major episodes he directed was ""Homecoming"", the 200th episode of Smallville. He also directed six episodes of Heroes, at least once for each season.",1939-11-21,"Paris, France"
Steve McQueen,72757,"Sir Steve Rodney McQueen CBE (born 9 October 1969) is an English film director, film producer, screenwriter, and video artist. Known for directing films that deal with intense subject matter, he has received several awards, including an Academy Award, two BAFTA Awards, and a Golden Globe Award. He was honoured with the BFI Fellowship in 2016 and was knighted by Queen Elizabeth II in 2020 for services to art and film. In 2014, he was included in Time magazine's annual Time 100 list of the ""most influential people in the world"".

McQueen began his formal training studying painting at London's Chelsea College of Art and Design. He later pursued film at Goldsmiths College and briefly at New York University. Influenced by Jean Vigo, Jean-Luc Godard, François Truffaut, Ingmar Bergman, and Andy Warhol, McQueen started making short films. In 1999, McQueen was awarded the Turner Prize for the ""range"" and ""emotional intensity"" of his art.

He made his feature-length directorial debut with the historical drama Hunger (2008), which focused on the 1981 Irish hunger strike, followed by the erotic, psychosexual drama Shame (2011), which explored sex addiction. He won the Academy Award for Best Picture, directing the historical drama 12 Years a Slave (2013). He also directed the contemporary crime thriller Widows (2018) and the World War II drama Blitz (2024). 

For television, he released Small Axe (2020), a collection of five anthology films ""set within London's West Indian community from the late 1960s to the early '80s"". He also directed the BBC documentary series Uprising (2021) and the documentary film Occupied City (2023).

Description above from the Wikipedia article Steve McQueen (director), licensed under CC-BY-SA, full list of contributors on Wikipedia.",1969-10-09,"London, England, UK"
Thea Sharrock,1096867,"Thea Sharrock (born January 1, 1976) is a British director. She made her feature film debut with Me Before You (2016), and has also directed the films The One and Only Ivan (2020) and Wicked Little Letters (2023).",1976-01-01,"London, England, UK"
Jon Lucas,52114,,1975-10-29,"Summit, New Jersey, USA"
Robin Budd,1027737,,,
Ava DuVernay,929825,"Ava Marie DuVernay (/ˌdjuːvərˈneɪ/; born August 24, 1972) is an American filmmaker, screenwriter, and producer. She is a recipient of two Primetime Emmy Awards, two NAACP Image Awards, a BAFTA Film Award, and a BAFTA TV Award, as well as a nominee for an Academy Award and a Golden Globe. In 2011, she founded her independent distribution company ARRAY. After making her directorial debut with I Will Follow (2010), DuVernay won the directing award in the U.S. dramatic competition at the 2012 Sundance Film Festival for her second feature film, Middle of Nowhere, becoming the first black woman to win the award.

For her work on Selma (2014), a biopic about Martin Luther King Jr., DuVernay became the first African-American woman to be nominated for a Golden Globe Award for Best Director; the film went on to be nominated for the Academy Award for Best Picture. Her other film credits include the Academy Award-nominated Netflix documentary 13th (2016) and the Disney fantasy film A Wrinkle in Time (2018), the latter making her the first African-American woman to direct a film with a $100 million budget. In 2023, she directed the biographical film Origin based on Isabel Wilkerson's book Caste: The Origins of Our Discontents (2020).

DuVernay's television credits include the OWN drama series Queen Sugar (2016) and two Netflix drama limited series: When They See Us (2019), based on the 1989 Central Park jogger case, and Colin in Black & White (2021), based on the teenage years of NFL player Colin Kaepernick. In 2017, DuVernay was included on the annual Time 100 list of the most influential people in the world. In 2020, she was elected to the Academy of Motion Pictures Arts and Sciences board of governors as part of the directors branch.

Description above from the Wikipedia article Ava DuVernay, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1972-08-24,"Long Beach, California, USA"
Steve Trenbirth,142007,,,
Mennan Yapo,61087,,,"Munich, Germany"
Jun Falkenstein,93301,"Jun Falkenstein (born May 7, 1969) is an animation director, writer, and story artist. She is best known for directing the Disney theatrical feature The Tigger Movie.

Description above from the Wikipedia article Jun Falkenstein, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1969-05-07,"Hawaii, USA"
Tom McCarthy,17867,"Thomas Joseph McCarthy (born 1966) is an American actor, writer, and film director who has appeared in several movies, including Meet the Parents and Good Night, and Good Luck, and television shows such as The Wire, Boston Public, Law & Order, and the Hallmark Hall of Fame presentation of Saint Maybe. McCarthy has received critical acclaim for his writing/direction work for the independent films The Station Agent, The Visitor, and Win Win. He currently resides in Manhattan. He is the silent partner in a chain of successful Papaya Dogs throughout the greater metropolitan area.

Description above from the Wikipedia article Thomas McCarthy (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia.",1966-06-07,"New Providence, New Jersey, USA"
Takashi Shimizu,20310,"From Wikipedia, the free encyclopedia.

Takashi Shimizu (born 27 July 1972 in Maebashi City, Gunma Prefecture, Japan) is a Japanese film director, best known for the Ju-on series of horror films.

Description above from the Wikipedia article Takashi Shimizu, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1972-07-27,"Maebashi, Gunma, Japan"
Gary Nelson,47893,"An American television and film director. He has directed many well-know television series, including Gunsmoke, The Patty Duke Show, Gilligan's Island and Happy Days among dozens of others. In addition, Nelson has directed five films, including two for Walt Disney Pictures. In 1978, Nelson was nominated for an Emmy for Outstanding Directoral Achievement for Washington: Behind Closed Doors. He was married to actress Judi Meredith and has two sons. Nelson has semi-retired, but continues to occasionally teach the University of Nevada at Las Vegas

Description above from the Wikipedia article Gary Nelson (director), licensed under CC-BY-SA, full list of contributors on Wikipedia.​",1934-10-06,"Los Angeles, California, USA"
Anton Corbijn,45052,"Anton Johannes Gerrit Corbijn van Willenswaard (Dutch pronunciation: [ˈɑntɔ ɲoːˈɦɑnəsˈxɛrɪt kɔrˈbɛiɱ vɑɱ ˌʋɪlənsˈʋaːrt]; born 20 May 1955) is a Dutch photographer, film director, and music video director. He is the creative director behind the visual output of Depeche Mode and U2, having handled the principal promotion and sleeve photography for both bands over three decades. His music videos include Depeche Mode's ""Enjoy the Silence"" (1990), U2's ""One"" (version 1) (1991), Bryan Adams' ""Do I Have to Say the Words?"", Nirvana's ""Heart-Shaped Box"" (1993), Travis's ""Re-Offender"" (2003) and Coldplay's ""Talk"" (2005). He directed the films ""Viva la Vida"" (2008), the Ian Curtis biographical film Control (2007), The American (2010), and A Most Wanted Man (2014), based on John le Carré's 2008 novel of the same name; and Life (2015), after the friendship between Life magazine photographer Dennis Stock and James Dean.

Description above from the Wikipedia article Anton Corbijn, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1955-05-20,"Strijen, Zuid-Holland, Netherlands"
Gregory Nava,16395,"From Wikipedia, the free encyclopedia.

Gregory Nava (born April 10, 1949 in San Diego, California) is a film director, producer and screenplay writer, of Mexican and Basque heritage.

Description above from the Wikipedia article Gregory Nava, licensed under CC-BY-SA, full list of contributors on Wikipedia .",1949-04-10,"San Diego, California, USA"
John Patrick Shanley,26095,"John Patrick Shanley is an American playwright, screenwriter, and director. He also contributed articles on the performing arts to The New York Times among other publications.",1950-10-03,"The Bronx, New York, USA"
Joshua Logan,86051,"From Wikipedia, the free encyclopedia.

Joshua Lockwood Logan III (October 5, 1908 – July 12, 1988) was an American stage and film director and writer.

Description above from the Wikipedia article Joshua Logan, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1908-10-05,"Texarkana, Texas, USA"
Steve Beck,57521,Steve Michael Beck is a former American commercial and film director.,,
Todd Strauss-Schulson,222470,"Todd Strauss-Schulson (born June 24, 1980) is an American film director, screenwriter, producer, editor, and cinematographer, best known for directing the 2011 comedy film A Very Harold & Kumar 3D Christmas, and the 2015 horror comedy film The Final Girl.",1980-06-24,"Forest Hills, New York, USA"
John McNaughton,9200,"John McNaughton (born January 13, 1950) is an American film and television director, originally from Chicago, Illinois.",1950-01-13,"Chicago, Illinois, USA"
Nelson McCormick,45627,Nelson McCormick is an American director and producer for film and television.,,
Eric Valette,51445,,1967-03-08,"Toulouse, France"
Andrew Fleming,41549,"Andrew Fleming  (born March 14, 1963) is an American film and television director and screenwriter. He directed and wrote or co-wrote the films Bad Dreams, Threesome, The Craft, Dick, Nancy Drew and Hamlet 2. He also directed, without writing, the 2003 film The In-Laws. He has also directed episodes of the television series Arrested Development and Grosse Pointe, among others.

He studied filmmaking at New York University film school.

Description above from the Wikipedia article Andrew Fleming, licensed under CC-BY-SA, full list of contributors on Wikipedia",1963-03-14,USA
Michael Spierig,56501,"From Wikipedia, the free encyclopedia.

The Spierig Brothers is the collective name for Australian twin brothers and film directors, producers and writers Michael and Peter Spierig.

Description above from the Wikipedia article Spierig brothers, licensed under CC-BY-SA, full list of contributors on Wikipedia",1976-04-29,Germany
Jim Field Smith,111686,"Jim Field Smith (born 20 February 1979) is a British film director, comedy writer, and actor.

Description above from the Wikipedia article Jim Field Smith, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1979-02-20,"England, UK"
Thomas Bezucha,56789,"Thomas Gordon Bezucha (born 8 March 1964) is an American screenwriter and director.

He wrote and directed Big Eden (2000) and The Family Stone (2005). He is a graduate of Amherst Regional High School in Amherst, Massachusetts. He will next direct Monte Carlo, which he co-wrote with April Blair.",1964-03-08,
William Brent Bell,62768,"William Brent Bell is an American filmmaker. He is best known for directing horror films such as ""Stay Alive"" (2006), ""The Devil Inside"" (2012), ""Wer"" (2013), ""The Boy"" (2016), ""Brahms: The Boy II"" (2020), ""Separation"" (2021), ""Orphan: First Kill"" (2022), ""Lord of Misrule"" (2023), and ""Orphans"" (2027). He is the founder of production company The Machine Room.",,"Lexington, Kentucky, USA"
Ben Gluck,61970,"Ben Gluck is an American screenwriter, and director.",1975-05-25,"St. Louis, Missouri, USA"
